PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40495929","Evaluating artificial intelligence bias in nephrology: the role of diversity, equity, and inclusion in AI-driven decision-making and ethical regulation","Balakrishnan S, Thongprayoon C, Wathanavasin W, Miao J, Mao MA, Craici IM, Cheungpasitporn W.","Front Artif Intell. 2025 May 27;8:1525937. doi: 10.3389/frai.2025.1525937. eCollection 2025.","Balakrishnan S","Front Artif Intell","2025","2025/06/11","PMC12150873","","10.3389/frai.2025.1525937"
"40685667","Robotics Use in the Care and Management of People Living With Diabetes Mellitus: A Scoping Review","Al Bayrakdar A, Dragone M, Colquhoun G, McConnell A, King M, Paterson R.","J Diabetes Sci Technol. 2025 Jul 20:19322968251356298. doi: 10.1177/19322968251356298. Online ahead of print.","Al Bayrakdar A","J Diabetes Sci Technol","2025","2025/07/21","PMC12279771","","10.1177/19322968251356298"
"38894617","Assessing the quality of artificial intelligence-generated patient counseling for rhinosinusitis","Hill GS, Fischer JL, Watson NL, Riley CA, Tolisano AM.","Int Forum Allergy Rhinol. 2024 Oct;14(10):1634-1637. doi: 10.1002/alr.23387. Epub 2024 Jun 18.","Hill GS","Int Forum Allergy Rhinol","2024","2024/06/19","","","10.1002/alr.23387"
"40843577","Strategic Implementation of Artificial Intelligence in Emergency Department Roster Planning: Benefits, Challenges, and Future Directions","Qureshi BQ, Waheed S, Jawed R.","J Coll Physicians Surg Pak. 2025 Aug;35(8):1058-1061. doi: 10.29271/jcpsp.2025.08.1058.","Qureshi BQ","J Coll Physicians Surg Pak","2025","2025/08/22","","","10.29271/jcpsp.2025.08.1058"
"38048298","ASHP and ASHP Foundation Pharmacy Forecast 2024: Strategic Planning Guidance for Pharmacy Departments in Hospitals and Health Systems","DiPiro JT, Hoffman JM, Schweitzer P, Chisholm-Burns MA, Nesbit TW, Fabian TJ, Cunningham FE, Barrett A, Fine MJ, Tichy E, Hernandez I, Scott CM, Norman C, Nelson SD, Kumah-Crystal Y.","Am J Health Syst Pharm. 2024 Jan 5;81(2):5-36. doi: 10.1093/ajhp/zxad231.","DiPiro JT","Am J Health Syst Pharm","2024","2023/12/04","","","10.1093/ajhp/zxad231"
"39319065","Michael is better than Mehmet: exploring the perils of algorithmic biases and selective adherence to advice from automated decision support systems in hiring","Rosenthal-von der Pütten AM, Sach A.","Front Psychol. 2024 Sep 10;15:1416504. doi: 10.3389/fpsyg.2024.1416504. eCollection 2024.","Rosenthal-von der Pütten AM","Front Psychol","2024","2024/09/25","PMC11420529","","10.3389/fpsyg.2024.1416504"
"37243674","Identifying potentially undiagnosed nontuberculous mycobacterial lung disease among patients with chronic obstructive pulmonary disease: Development of a predictive algorithm using claims data","Wang P, Marras TK, Allison PD, Hassan M, Chatterjee A.","J Manag Care Spec Pharm. 2023 Aug;29(8):927-937. doi: 10.18553/jmcp.2023.22417. Epub 2023 May 27.","Wang P","J Manag Care Spec Pharm","2023","2023/05/27","PMC10397327","","10.18553/jmcp.2023.22417"
"32071178","Development of a system based on artificial intelligence to identify visual problems in children: study protocol of the TrackAI project","Pueyo V, Pérez-Roche T, Prieto E, Castillo O, Gonzalez I, Alejandre A, Pan X, Fanlo-Zarazaga A, Pinilla J, Echevarria JI, Gutierrez D, Altemir I, Romero-Sanz M, Cipres M, Ortin M, Masia B.","BMJ Open. 2020 Feb 17;10(2):e033139. doi: 10.1136/bmjopen-2019-033139.","Pueyo V","BMJ Open","2020","2020/02/20","PMC7044912","","10.1136/bmjopen-2019-033139"
"38145232","Safer not to know? Shaping liability law and policy to incentivize adoption of predictive AI technologies in the food system","Alexander CS, Smith A, Ivanek R.","Front Artif Intell. 2023 Dec 8;6:1298604. doi: 10.3389/frai.2023.1298604. eCollection 2023.","Alexander CS","Front Artif Intell","2023","2023/12/25","PMC10748427","","10.3389/frai.2023.1298604"
"27922723","The American Indian and Alaska Native dentist workforce in the United States","Mertz E, Wides C, Gates P.","J Public Health Dent. 2017 Mar;77(2):125-135. doi: 10.1111/jphd.12186. Epub 2016 Dec 6.","Mertz E","J Public Health Dent","2017","2016/12/07","PMC5461211","NIHMS849606","10.1111/jphd.12186"
"40017174","Artificial Intelligence in Public Health Education: Navigating Ethical Challenges and Empowering the Next Generation of Professionals","Love AS, Niu C, Labay-Marquez J.","Health Promot Pract. 2025 Feb 27:15248399251320989. doi: 10.1177/15248399251320989. Online ahead of print.","Love AS","Health Promot Pract","2025","2025/02/28","","","10.1177/15248399251320989"
"39855660","Role of digital technology in epidemic control: a scoping review on COVID-19 and Ebola","Abebe GF, Alie MS, Yosef T, Asmelash D, Dessalegn D, Adugna A, Girma D.","BMJ Open. 2025 Jan 23;15(1):e095007. doi: 10.1136/bmjopen-2024-095007.","Abebe GF","BMJ Open","2025","2025/01/24","PMC11759881","","10.1136/bmjopen-2024-095007"
"40708309","From Challenges to Innovations: Expert Insights in Pediatric Healthcare Design","Sathyanarayanan H, Caldas L.","HERD. 2025 Oct;18(4):180-198. doi: 10.1177/19375867251353733. Epub 2025 Jul 24.","Sathyanarayanan H","HERD","2025","2025/07/25","PMC12460912","","10.1177/19375867251353733"
"41066646","Global Disparities and Artificial Intelligence in Plastic Surgery: A Narrative Review of Current Applications and Ethical Implications","Gimenez Lynch C, Thaller S.","J Craniofac Surg. 2025 Oct 8. doi: 10.1097/SCS.0000000000012054. Online ahead of print.","Gimenez Lynch C","J Craniofac Surg","2025","2025/10/09","","","10.1097/SCS.0000000000012054"
"41150154","Preventive Immunology for Livestock and Zoonotic Infectious Diseases in the One Health Era: From Mechanistic Insights to Innovative Interventions","Marzouk E, Alajaji AI.","Vet Sci. 2025 Oct 20;12(10):1014. doi: 10.3390/vetsci12101014.","Marzouk E","Vet Sci","2025","2025/10/28","PMC12568155","","10.3390/vetsci12101014"
"40898192","Exploring nurse perspectives on AI-based shift scheduling for fairness, transparency, and work-life balance","Gerlach M, Renggli FJ, Bieri JS, Sariyar M, Golz C.","BMC Nurs. 2025 Sep 2;24(1):1161. doi: 10.1186/s12912-025-03808-0.","Gerlach M","BMC Nurs","2025","2025/09/02","PMC12406402","","10.1186/s12912-025-03808-0"
"35078830","Biomarker-guided duration of Antibiotic Treatment in Children Hospitalised with confirmed or suspected bacterial infection (BATCH): protocol for a randomised controlled trial","Waldron CA, Thomas-Jones E, Bernatoniene J, Brookes-Howell L, Faust SN, Harris D, Hinds L, Hood K, Huang C, Mateus C, Pallmann P, Patel S, Paulus S, Peak M, Powell C, Preston J, Carrol ED.","BMJ Open. 2022 Jan 25;12(1):e047490. doi: 10.1136/bmjopen-2020-047490.","Waldron CA","BMJ Open","2022","2022/01/26","PMC8796242","","10.1136/bmjopen-2020-047490"
"40971699","Nurses' Perspectives on AI in Clinical Practice: Implications for Training and Workforce Development","Lansdowne M, Sperling J, Lytle KS, Allen D, Merrill T, Cary MP Jr.","Nurs Adm Q. 2025 Sep 18. doi: 10.1097/NAQ.0000000000000710. Online ahead of print.","Lansdowne M","Nurs Adm Q","2025","2025/09/19","","","10.1097/NAQ.0000000000000710"
"39144604","A non-randomized feasibility study of a voice assistant for parents to support their children's mental health","Richmond S, Bell M, Ngo D, Yap MBH.","Front Psychol. 2024 Jul 31;15:1390556. doi: 10.3389/fpsyg.2024.1390556. eCollection 2024.","Richmond S","Front Psychol","2024","2024/08/15","PMC11323748","","10.3389/fpsyg.2024.1390556"
"40605830","Generative AI in Medicine: Pioneering Progress or Perpetuating Historical Inaccuracies? Cross-Sectional Study Evaluating Implicit Bias","Sutera P, Bhatia R, Lin T, Chang L, Brown A, Jagsi R.","JMIR AI. 2025 Jun 24;4:e56891. doi: 10.2196/56891.","Sutera P","JMIR AI","2025","2025/07/03","PMC12223688","","10.2196/56891"
"39137028","Ameliorating Racial Disparities in HIV Prevention via a Nurse-Led, AI-Enhanced Program for Pre-Exposure Prophylaxis Utilization Among Black Cisgender Women: Protocol for a Mixed Methods Study","Zhang C, Wharton M, Liu Y.","JMIR Res Protoc. 2024 Aug 13;13:e59975. doi: 10.2196/59975.","Zhang C","JMIR Res Protoc","2024","2024/08/13","PMC11350295","","10.2196/59975"
"40857713","Physicians' Attitudes Toward Artificial Intelligence in Medicine: Mixed Methods Survey and Interview Study","Heinrichs H, Kies A, Nagel SK, Kiessling F.","J Med Internet Res. 2025 Aug 26;27:e74187. doi: 10.2196/74187.","Heinrichs H","J Med Internet Res","2025","2025/08/26","PMC12421205","","10.2196/74187"
"40930712","Relational accountability in AI-driven pharmaceutical practices: an ethics approach to bias, inequity and structural harm","Biswas I.","J Med Ethics. 2025 Sep 9:jme-2025-110913. doi: 10.1136/jme-2025-110913. Online ahead of print.","Biswas I","J Med Ethics","2025","2025/09/10","","","10.1136/jme-2025-110913"
"41268965","Layperson-Friendly AI Translation of Medical Documents to Improve Doctor-Patient Communication: Protocols for the AI-INFOCARE and AI-MEDTALK Randomized Controlled Trials","Hasani E, Richter S, Juratli TA, Buszello CH, Prem MG, Willkommen S, Sandi-Gahun S, Eyüpoglu IY, Polanski WH.","JMIR Res Protoc. 2025 Nov 21;14:e77204. doi: 10.2196/77204.","Hasani E","JMIR Res Protoc","2025","2025/11/21","PMC12680933","","10.2196/77204"
"39504550","Patient Health Record Protection Beyond the Health Insurance Portability and Accountability Act: Mixed Methods Study","Subramanian H, Sengupta A, Xu Y.","J Med Internet Res. 2024 Nov 6;26:e59674. doi: 10.2196/59674.","Subramanian H","J Med Internet Res","2024","2024/11/06","PMC11579621","","10.2196/59674"
"39493631","Developing, delivering, and evaluating an online course on socially assistive robots in culturally competent and compassionate healthcare: A sequential multiphase, mixed-method study","Papadopoulos I, Lazzarino R.","Digit Health. 2024 Oct 29;10:20552076241271792. doi: 10.1177/20552076241271792. eCollection 2024 Jan-Dec.","Papadopoulos I","Digit Health","2024","2024/11/04","PMC11528809","","10.1177/20552076241271792"
"39089718","Nordic inflammatory bowel disease treatment strategy trial: protocol for the NORDTREAT randomised controlled biomarker-strategy trial","Rejler M, Füchtbauer JD, Davíðsdóttir LG, Fejrskov A, Söderholm JD, Christensen R, Andersen V, Repsilber D, Kjeldsen J, Høivik M, Halfvarson J.","BMJ Open. 2024 Jul 31;14(7):e083163. doi: 10.1136/bmjopen-2023-083163.","Rejler M","BMJ Open","2024","2024/08/01","PMC11293405","","10.1136/bmjopen-2023-083163"
"38636114","Prediction of high-level fear of cancer recurrence in breast cancer survivors: An integrative approach utilizing random forest algorithm and visual nomogram","Ren H, Yang T, Yin X, Tong L, Shi J, Yang J, Zhu Z, Li H.","Eur J Oncol Nurs. 2024 Jun;70:102579. doi: 10.1016/j.ejon.2024.102579. Epub 2024 Mar 29.","Ren H","Eur J Oncol Nurs","2024","2024/04/18","","","10.1016/j.ejon.2024.102579"
"40741324","Perspective: advancing public health education by embedding AI literacy","Acosta JA.","Front Digit Health. 2025 Jul 16;7:1584883. doi: 10.3389/fdgth.2025.1584883. eCollection 2025.","Acosta JA","Front Digit Health","2025","2025/07/31","PMC12307283","","10.3389/fdgth.2025.1584883"
"37362116","The Urgent Need for Healthcare Workforce Upskilling and Ethical Considerations in the Era of AI-Assisted Medicine","Rao D.","Indian J Otolaryngol Head Neck Surg. 2023 Apr 26;75(3):1-2. doi: 10.1007/s12070-023-03755-9. Online ahead of print.","Rao D","Indian J Otolaryngol Head Neck Surg","2023","2023/06/26","PMC10132410","","10.1007/s12070-023-03755-9"
"41377824","From complexity to clarity: A perspective on personalized spine care through genetic, psychosocial, and technological advancements","Adebusoye FT, Mane RS, Priyankara LNP, Ahmed M, Gaikwad S, Ilic J, Pal YJ, Lucke-Wold B, Chan JL, Hoh DJ, Decker M, Roth SG, Fields DP 2nd, Krafft PR.","J Craniovertebr Junction Spine. 2025 Oct-Dec;16(4):379-391. doi: 10.4103/jcvjs.jcvjs_158_25. Epub 2025 Nov 20.","Adebusoye FT","J Craniovertebr Junction Spine","2025","2025/12/11","PMC12688292","","10.4103/jcvjs.jcvjs_158_25"
"38582024","'You make the call': Improving radiology staff scheduling with AI-generated self-rostering in a medical imaging department","O'Callahan K, Sitters S, Petersen M.","Radiography (Lond). 2024 May;30(3):862-868. doi: 10.1016/j.radi.2024.03.014. Epub 2024 Apr 5.","O'Callahan K","Radiography (Lond)","2024","2024/04/06","","","10.1016/j.radi.2024.03.014"
"41623331","The Self-Sovereign Patient as a Cornerstone of Healthcare 4.0","Chaffer TJ, Littlejohn J, Nadarasa A, Lamschtein C.","Blockchain Healthc Today. 2025 Aug 18;8. doi: 10.30953/bhty.v7.414. eCollection 2025.","Chaffer TJ","Blockchain Healthc Today","2025","2026/02/02","PMC12860432","","10.30953/bhty.v7.414"
"39863417","Assessing the performance of ChatGPT in medical ethical decision-making: a comparative study with USMLE-based scenarios","Khan AA, Khan AR, Munshi S, Dandapani H, Jimale M, Bogni FM, Khawaja H.","J Med Ethics. 2025 Sep 22;51(10):693-699. doi: 10.1136/jme-2024-110240.","Khan AA","J Med Ethics","2025","2025/01/25","","","10.1136/jme-2024-110240"
"39198640","AI generates covertly racist decisions about people based on their dialect","Hofmann V, Kalluri PR, Jurafsky D, King S.","Nature. 2024 Sep;633(8028):147-154. doi: 10.1038/s41586-024-07856-5. Epub 2024 Aug 28.","Hofmann V","Nature","2024","2024/08/28","PMC11374696","","10.1038/s41586-024-07856-5"
"40811767","Opportunities, Challenges, and Future Directions for the Integration of Automation in Nursing Practice: Discursive Study","Pepito JA, Acaso NJ, Merioles R, Ismael J.","JMIR Nurs. 2025 Aug 14;8:e72674. doi: 10.2196/72674.","Pepito JA","JMIR Nurs","2025","2025/08/14","PMC12352802","","10.2196/72674"
"30521682","Dermoscopy, with and without visual inspection, for diagnosing melanoma in adults","Dinnes J, Deeks JJ, Chuchu N, Ferrante di Ruffano L, Matin RN, Thomson DR, Wong KY, Aldridge RB, Abbott R, Fawzy M, Bayliss SE, Grainge MJ, Takwoingi Y, Davenport C, Godfrey K, Walter FM, Williams HC; Cochrane Skin Cancer Diagnostic Test Accuracy Group.","Cochrane Database Syst Rev. 2018 Dec 4;12(12):CD011902. doi: 10.1002/14651858.CD011902.pub2.","Dinnes J","Cochrane Database Syst Rev","2018","2018/12/07","PMC6517096","","10.1002/14651858.CD011902.pub2"
"40336272","Addressing the knowledge and recruitment gap in Alzheimer's disease and precision medicine research among Native people: an innovative randomized controlled trial","Hebert LE, Kulbacki-Fabisiak C, Muller C, Boyd A, O'Leary M, Poole E, Ramos M, Barker D, Sinclair K, Manson SM, Buchwald D.","Ethn Health. 2025 May;30(4):471-490. doi: 10.1080/13557858.2025.2479456. Epub 2025 May 7.","Hebert LE","Ethn Health","2025","2025/05/08","PMC12126279","NIHMS2074826","10.1080/13557858.2025.2479456"
"30521691","Computer-assisted diagnosis techniques (dermoscopy and spectroscopy-based) for diagnosing skin cancer in adults","Ferrante di Ruffano L, Takwoingi Y, Dinnes J, Chuchu N, Bayliss SE, Davenport C, Matin RN, Godfrey K, O'Sullivan C, Gulati A, Chan SA, Durack A, O'Connell S, Gardiner MD, Bamber J, Deeks JJ, Williams HC; Cochrane Skin Cancer Diagnostic Test Accuracy Group.","Cochrane Database Syst Rev. 2018 Dec 4;12(12):CD013186. doi: 10.1002/14651858.CD013186.","Ferrante di Ruffano L","Cochrane Database Syst Rev","2018","2018/12/07","PMC6517147","","10.1002/14651858.CD013186"
"35185011","Use of a community advisory board to build equitable algorithms for participation in clinical trials: a protocol paper for HoPeNET","Farmer N, Osei Baah F, Williams F, Ortiz-Chapparo E, Mitchell VM, Jackson L, Collins B, Graham L, Wallen GR, Powell-Wiley TM, Johnson A.","BMJ Health Care Inform. 2022 Feb;29(1):e100453. doi: 10.1136/bmjhci-2021-100453.","Farmer N","BMJ Health Care Inform","2022","2022/02/21","PMC8860013","","10.1136/bmjhci-2021-100453"
"41014543","Natural Language Processing in Clinical Research Recruitment: A Scoping Review Enriched with Stakeholder Insights","Bernasconi L, Avakyan G, Hovaguimian F, Grossmann R.","Ethics Hum Res. 2025 Sep-Oct;47(5):13-23. doi: 10.1002/eahr.60014.","Bernasconi L","Ethics Hum Res","2025","2025/09/27","PMC12476210","","10.1002/eahr.60014"
"41149248","Beyond Conventional Meta-Analysis: A Meta-Learning Model to Predict Cohort-Level Mortality After Transcatheter Aortic Valve Replacement (TAVR)","Liscano Y, Martinez Guevara D, Urriago-Osorio GA, Quintana J.","J Cardiovasc Dev Dis. 2025 Sep 24;12(10):376. doi: 10.3390/jcdd12100376.","Liscano Y","J Cardiovasc Dev Dis","2025","2025/10/28","PMC12565431","","10.3390/jcdd12100376"
"27489882","Developing and Conducting a Dissertation Study through the Community-Based Participatory Research Approach","Nadimpalli SB, Van Devanter N, Kavathe R, Islam N.","Pedagogy Health Promot. 2016 Jun;2(2):94-100. doi: 10.1177/2373379915616646. Epub 2015 Dec 8.","Nadimpalli SB","Pedagogy Health Promot","2016","2016/08/05","PMC4969006","NIHMS802878","10.1177/2373379915616646"
"37991835","Dobutamine and Goal-Directed Fluid Therapy for Improving Tissue Oxygenation in Deep Inferior Epigastric Perforator (DIEP) Flap Breast Reconstruction Surgery: Protocol for a Randomized Controlled Trial","Mizubuti GB, Ho AM, Phelan R, DuMerton D, Shelley J, Vowotor E, Xiong J, Smethurst B, McMullen M, Hopman WM, Martou G, Edmunds RW, Tanzola R.","JMIR Res Protoc. 2023 Nov 22;12:e48576. doi: 10.2196/48576.","Mizubuti GB","JMIR Res Protoc","2023","2023/11/22","PMC10701647","","10.2196/48576"
"40103611","Designing and implementing SMILE: An AI-driven platform for enhancing clinical decision-making in mental health and neurodivergence management","Pesqueira A, Sousa MJ, Pereira R, Schwendinger M.","Comput Struct Biotechnol J. 2025 Feb 22;27:785-803. doi: 10.1016/j.csbj.2025.02.022. eCollection 2025.","Pesqueira A","Comput Struct Biotechnol J","2025","2025/03/19","PMC11916823","","10.1016/j.csbj.2025.02.022"
"40834824","Advancing AI initiatives in nursing academics: Case studies and insights from thought leaders","Sockolow P, Michalowski M, Peltonen LM, Pruinelli L, Topaz M.","Nurs Outlook. 2025 Sep-Oct;73(5):102527. doi: 10.1016/j.outlook.2025.102527. Epub 2025 Aug 19.","Sockolow P","Nurs Outlook","2025","2025/08/20","","","10.1016/j.outlook.2025.102527"
"33782018","Protocol for an 'efficient design' cluster randomised controlled trial to evaluate a complex intervention to improve antibiotic prescribing for CHIldren presenting to primary care with acute COugh and respiratory tract infection: the CHICO study","Seume P, Bevan S, Young G, Ingram J, Clement C, Cabral C, Lucas PJ, Beech E, Taylor J, Horwood J, Dixon P, Gulliford MC, Francis N, Creavin ST, Lane A, Hay AD, Blair PS.","BMJ Open. 2021 Mar 29;11(3):e041769. doi: 10.1136/bmjopen-2020-041769.","Seume P","BMJ Open","2021","2021/03/30","PMC8009213","","10.1136/bmjopen-2020-041769"
"30521688","Visual inspection and dermoscopy, alone or in combination, for diagnosing keratinocyte skin cancers in adults","Dinnes J, Deeks JJ, Chuchu N, Matin RN, Wong KY, Aldridge RB, Durack A, Gulati A, Chan SA, Johnston L, Bayliss SE, Leonardi-Bee J, Takwoingi Y, Davenport C, O'Sullivan C, Tehrani H, Williams HC; Cochrane Skin Cancer Diagnostic Test Accuracy Group.","Cochrane Database Syst Rev. 2018 Dec 4;12(12):CD011901. doi: 10.1002/14651858.CD011901.pub2.","Dinnes J","Cochrane Database Syst Rev","2018","2018/12/07","PMC6516870","","10.1002/14651858.CD011901.pub2"
"37842744","Predictive modeling of oocyte maternal mRNA features for five mammalian species reveals potential shared and species-restricted regulators during maturation","Schall PZ, Latham KE.","Physiol Genomics. 2024 Jan 1;56(1):9-31. doi: 10.1152/physiolgenomics.00048.2023. Epub 2023 Oct 16.","Schall PZ","Physiol Genomics","2024","2023/10/16","PMC11281819","","10.1152/physiolgenomics.00048.2023"
"40405205","Increasing the ethnic diversity of senior leadership within the English National Health Service: using an artificial intelligence approach to evaluate inclusive recruitment strategies in hospital settings","Aryasinghe S, Carenzo C, Barnett KA, Khalid R, Greenaway-Harvey K, Sherlock C, Clark L, Croft K, Orchard T, Mayer E.","Hum Resour Health. 2025 May 22;23(1):24. doi: 10.1186/s12960-025-00991-8.","Aryasinghe S","Hum Resour Health","2025","2025/05/22","PMC12096476","","10.1186/s12960-025-00991-8"
"39169349","The strategic use of Big Data - A study protocol for a multicenter clinical trial testing if the use of the Swespine Dialogue Support alter outcomes in degenerative spine surgery","Enger EB, Valentin-Askman L, Hägg O, Fritzell P, Parai C.","BMC Musculoskelet Disord. 2024 Aug 21;25(1):654. doi: 10.1186/s12891-024-07714-5.","Enger EB","BMC Musculoskelet Disord","2024","2024/08/21","PMC11340116","","10.1186/s12891-024-07714-5"
"31488484","Mental health specialist video consultations for patients with depression or anxiety disorders in primary care: protocol for a randomised controlled feasibility trial","Tönnies J, Hartmann M, Wensing M, Szecsenyi J, Icks A, Friederich HC, Haun MW.","BMJ Open. 2019 Sep 4;9(9):e030003. doi: 10.1136/bmjopen-2019-030003.","Tönnies J","BMJ Open","2019","2019/09/07","PMC6731787","","10.1136/bmjopen-2019-030003"
"37627809","Detecting Skin Reactions in Epicutaneous Patch Testing with Deep Learning: An Evaluation of Pre-Processing and Modality Performance","Vezakis IA, Lambrou GI, Kyritsi A, Tagka A, Chatziioannou A, Matsopoulos GK.","Bioengineering (Basel). 2023 Aug 3;10(8):924. doi: 10.3390/bioengineering10080924.","Vezakis IA","Bioengineering (Basel)","2023","2023/08/26","PMC10451716","","10.3390/bioengineering10080924"
"34785983","Multi-modal biometric fusion based continuous user authentication for E-proctoring using hybrid LCNN-Salp swarm optimization","Purohit H, Ajmera PK.","Cluster Comput. 2022;25(2):827-846. doi: 10.1007/s10586-021-03450-w. Epub 2021 Nov 10.","Purohit H","Cluster Comput","2022","2021/11/17","PMC8579905","","10.1007/s10586-021-03450-w"
"31537558","Biobanking for discovery of novel cardiovascular biomarkers using imaging-quantified disease burden: protocol for the longitudinal, prospective, BioHEART-CT cohort study","Kott KA, Vernon ST, Hansen T, Yu C, Bubb KJ, Coffey S, Sullivan D, Yang J, O'Sullivan J, Chow C, Patel S, Chong J, Celermajer DS, Kritharides L, Grieve SM, Figtree GA.","BMJ Open. 2019 Sep 18;9(9):e028649. doi: 10.1136/bmjopen-2018-028649.","Kott KA","BMJ Open","2019","2019/09/21","PMC6756427","","10.1136/bmjopen-2018-028649"
"41473779","Artificial Intelligence for Mental Health Monitoring: A Solution for Digital Behavioral Health Care and Education-An Umbrella Review","Yeasmin S, Semi MMA, Rony MKK, Das S, Sabeena AA, Rahman R, Biswas B, Ahmed F, Hossain A.","Health Sci Rep. 2025 Dec 29;9(1):e71703. doi: 10.1002/hsr2.71703. eCollection 2026 Jan.","Yeasmin S","Health Sci Rep","2025","2025/12/31","PMC12745907","","10.1002/hsr2.71703"
"40998318","Identifying and Reducing Stigmatizing Language in Home Health Care With a Natural Language Processing-Based System (ENGAGE): Protocol for a Mixed Methods Study","Zhang Z, Gupta P, Potts-Thompson S, Prescott L, Morrison M, Sittig S, McDonald MV, Raymond C, Taylor JY, Topaz M.","JMIR Res Protoc. 2025 Sep 25;14:e69753. doi: 10.2196/69753.","Zhang Z","JMIR Res Protoc","2025","2025/09/25","PMC12511817","","10.2196/69753"
"41590228","Tailored Therapeutic Strategies for Fetuses, Neonates, Pediatrics, Geriatrics, Athletes, and Critical Cases in the Era of Personalized Medicine","Bakr A, Basem Y, Sherif A, Ata A, Saad NN, Fayed YE, Tamer M, Elkady MN, Abdelmonem R.","Diseases. 2025 Dec 29;14(1):12. doi: 10.3390/diseases14010012.","Bakr A","Diseases","2025","2026/01/27","PMC12840118","","10.3390/diseases14010012"
"39316436","Equity in Digital Mental Health Interventions in the United States: Where to Next?","Robinson A, Flom M, Forman-Hoffman VL, Histon T, Levy M, Darcy A, Ajayi T, Mohr DC, Wicks P, Greene C, Montgomery RM.","J Med Internet Res. 2024 Sep 24;26:e59939. doi: 10.2196/59939.","Robinson A","J Med Internet Res","2024","2024/09/24","PMC11462105","","10.2196/59939"
"41212519","Real-time location system implementation in dementia care: Stakeholder perspectives","Grigorovich A, Harvey K, Levy A, Haslam-Larmer L, Shum LC, Iaboni A, McMurray J.","Gerontologist. 2025 Nov 10;65(12):gnaf244. doi: 10.1093/geront/gnaf244.","Grigorovich A","Gerontologist","2025","2025/11/10","PMC12688440","","10.1093/geront/gnaf244"
"34777372","CTNNB1 Alternation Is a Potential Biomarker for Immunotherapy Prognosis in Patients With Hepatocellular Carcinoma","Chen L, Zhou Q, Liu J, Zhang W.","Front Immunol. 2021 Oct 28;12:759565. doi: 10.3389/fimmu.2021.759565. eCollection 2021.","Chen L","Front Immunol","2021","2021/11/15","PMC8581472","","10.3389/fimmu.2021.759565"
"34776651","Bosses without a heart: socio-demographic and cross-cultural determinants of attitude toward Emotional AI in the workplace","Mantello P, Ho MT, Nguyen MH, Vuong QH.","AI Soc. 2023;38(1):97-119. doi: 10.1007/s00146-021-01290-1. Epub 2021 Nov 6.","Mantello P","AI Soc","2023","2021/11/15","PMC8571983","","10.1007/s00146-021-01290-1"
"41032683","Regulating AI in Nursing and Healthcare: Ensuring Safety, Equity, and Accessibility in the Era of Federal Innovation Policy","Yang YT, Ricciardi R.","Policy Polit Nurs Pract. 2026 Feb;27(1):17-25. doi: 10.1177/15271544251381228. Epub 2025 Oct 1.","Yang YT","Policy Polit Nurs Pract","2026","2025/10/01","","","10.1177/15271544251381228"
"41214757","Predicting workplace absenteeism using machine learning: a pilot study in occupational health","Llamas Blázquez P.","J Occup Med Toxicol. 2025 Nov 10;20(1):38. doi: 10.1186/s12995-025-00482-5.","Llamas Blázquez P","J Occup Med Toxicol","2025","2025/11/11","PMC12604190","","10.1186/s12995-025-00482-5"
"34452963","Translational deep phenotyping of deaths related to the COVID-19 pandemic: protocol for a prospective observational autopsy study","Henningsen MJ, Khatam-Lashgari A, Olsen KB, Jacobsen C, Brøchner CB, Banner J.","BMJ Open. 2021 Aug 27;11(8):e049083. doi: 10.1136/bmjopen-2021-049083.","Henningsen MJ","BMJ Open","2021","2021/08/28","PMC8406463","","10.1136/bmjopen-2021-049083"
"40357449","Understanding acceptance and resistance toward generative AI technologies: a multi-theoretical framework integrating functional, risk, and sociolegal factors","Shrivastava P.","Front Artif Intell. 2025 Apr 28;8:1565927. doi: 10.3389/frai.2025.1565927. eCollection 2025.","Shrivastava P","Front Artif Intell","2025","2025/05/13","PMC12066764","","10.3389/frai.2025.1565927"
"39157995","Large Language Models in Otolaryngology Residency Admissions: A Random Sampling Analysis","Halagur AS, Balakrishnan K, Ayoub N.","Laryngoscope. 2025 Jan;135(1):87-93. doi: 10.1002/lary.31705. Epub 2024 Aug 19.","Halagur AS","Laryngoscope","2025","2024/08/19","","","10.1002/lary.31705"
"40864885","Predicting Episodes of Hypovigilance in Intensive Care Units Using Routine Physiological Parameters and Artificial Intelligence: Derivation Study","Giguère R, Niaussat V, Noël-Hunter M, Witteman W, Paul TS, Marois A, Després P, Duchesne S, Archambault PM.","JMIR AI. 2025 Aug 27;4:e60885. doi: 10.2196/60885.","Giguère R","JMIR AI","2025","2025/08/27","PMC12384691","","10.2196/60885"
"37467034","A ""Bundle of Care"" to Improve Anticoagulation Control in Patients Receiving Warfarin in Uganda and South Africa: Protocol for an Implementation Study","Jorgensen AL, Orrell C, Waitt C, Toh CH, Sekaggya-Wiltshire C, Hughes DA, Allen E, Okello E, Tatz G, Culeddu G, Asiimwe IG, Semakula JR, Mouton JP, Cohen K, Blockman M, Lamorde M, Pirmohamed M.","JMIR Res Protoc. 2023 Jul 19;12:e46710. doi: 10.2196/46710.","Jorgensen AL","JMIR Res Protoc","2023","2023/07/19","PMC10398551","","10.2196/46710"
